iseng,text
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
other,"En un lugar de la Mancha, de cuyo nombre no quiero acordarme..."
other,Alea iacta est.
other,"To be, or not to be, that is the question."
other,Il faut cultiver notre jardin.
other,Ich bin ein Berliner.
other,De l'autre côté du miroir...
other,Såsom i en spegel...
other,Panta rhei.
other,"Veni, vidi, vici."
other,"Cogito, ergo sum."
other,"Livet är kort, konsten är lång."
other,Hic sunt dracones.
other,Сила в правде.
other,"Liberté, égalité, fraternité."
other,Am Anfang war das Wort.
other,Omnia vincit amor.
